-82.57800044142137 -70.51300044142135 -30.000000441421356
-0.00019859127961626205-7.469812641960613e-06j -0.0001860178623763102-0.00019474490690331986j 2.4001782097427155e-05-7.95363012960453e-05j
-0.00013360560958411723-5.6311968662661764e-05j 9.383269927331844e-06-0.00024377191058791672j 2.5618841469150453e-05-0.00016220579230033513j
-5.375915403157174e-05-0.00015357408214590243j 0.0001159068267937698-0.00022137592817967678j 3.41915050818303e-05-0.00016752395921095333j
2.182562860368494e-05-0.00021190505594934054j 0.00026943074419313466-0.00011611708593254632j 8.051569820404991e-05-0.00013033848394600396j
0.00013477398942340606-0.00017581417362051222j 0.0003204818281776552-1.651332501569491e-06j 9.99868519653106e-05-9.554612165970185e-05j
0.0001527759024859745-0.00014172285211186227j 0.00022884165771434065+0.00012852953389189307j 1.2164951205106249e-05-6.360348262722229e-05j
0.00017542593305755637+9.939721397975132e-08j 8.302493083912245e-05+0.0002885147993625658j -2.9927754530023625e-06-2.7153927464576743e-05j
0.00013797657006622653+0.0001278799579035375j -0.00016193861955292687+0.0003419612718836598j -0.00011760485271254143+7.387557819748881e-05j
1.0648307962609895e-05+0.0002662966061174687j -0.0002800204438145701+0.00025742572200606836j -8.343524234152597e-05+9.08107133892061e-05j
-0.0002980392120557678+0.00031679893497801116j -0.00014093582344711642+0.0001170005072100173j -0.00011620958886696508+2.529687243155016e-05j
-0.00045845947613676254+0.0002502315613817726j -0.00013023417304873668+0.00012356643051103202j -0.00010517729451634388+2.823253534931436e-05j
-0.00048637949073102016+5.730504990124726e-05j -8.124166285595504e-05+5.536678568840697e-05j -2.048758161015332e-05+5.6336936561398887e-05j
-0.0006438640848533373-0.0003659289062159056j -3.726592776597006e-05+0.0001267956867155122j -0.0001526518279977297-9.421737064508171e-05j
-0.00023404008711987832-0.00010795249503071341j -0.0005895783725641409+0.000705929834370666j 0.00045362326452438287+0.0005826466393817715j
-6.188777929896859e-05+6.176356622199525e-05j -0.0005470594116165942+0.0010417614181387378j 0.0006180750773689953-0.0006448367450576815j
-0.00013784335549206058-0.0001647803666801898j 6.333795107829889e-05-0.00011784122265514965j -0.0005343545897397568+0.00013382937399402284j
8.81133231064886e-05+0.00013615463174891274j 4.729857738533413e-05-3.0749912667270893e-07j -0.0006486241185353351-5.960800643993771e-05j
-1.8101422122659462e-06+1.2887280919236388e-05j 2.593198309517471e-06-1.8462339399117047e-05j -0.0003992258796148499+1.993773729690421e-05j
-1.1880685689445417e-12+9.42419313317922e-13j 1.1544813156304587e-13+1.1715884230594425e-12j 0.00017583690852145822+3.441344697287261e-05j
-5.155667171093197e-06+1.2590096686457356e-05j 4.678900168688638e-06-8.301793038963434e-06j 2.750632527850118e-07+2.142448559491415e-06j
4.7961282378593145e-06+4.616321107478258e-06j -1.3131389282554285e-05+2.0842968608516387e-05j -0.00014041440893402415-0.00016298200947708895j
2.5012125306397047e-05-0.00013524890977347867j -9.523201660169976e-06-0.00020100309624605282j -0.0002193005942209056-0.00012235367123938782j
4.59687941457244e-05-0.0001594615217359924j 0.00017021838585499507-0.0002632272789990346j 7.015654138603832e-05+4.605102030190269e-05j
0.00013494070539874994-0.0001492761103566651j 0.0002606874404233883-0.00013886345848722147j 2.396801775251456e-05+8.234650989446407e-05j
0.00013403190497651046-3.450241672068743e-05j 0.0003140280476382319+4.78684717083108e-05j -0.00015196500782684+0.00014807943681350623j
7.724488092381193e-05+5.962724421146105e-05j 0.00019681136260797175+0.0001835261115525561j -0.00015271625093580735+0.00013814371046118714j
1.225148240556115e-05+0.00013759481299856002j 5.9740314696087955e-05+0.00029446870042508527j -0.00022145383534602928+0.0001016243184996037j
-5.5256000339491484e-05+0.00016893123967491407j -8.136529492466901e-05+0.0003039016276057427j -0.00027252132092197033+4.019665049488397e-07j
-0.00015221162184137236+0.00015631844655397388j -0.00020127037060451764+0.0002206121575130341j -0.00020294635690563625-3.60560468643985e-06j
-0.00021761071525171612+8.588092692795653e-05j -0.00022185573995594997+3.0364894183867232e-05j -0.0001630779054794564-0.00011185193000688059j
-0.0002047837939300025+1.683586267526883e-06j -0.00018573155760110685-0.00010056412667342615j -4.136188932411731e-05-0.00015918862817903098j
-0.0001317778991673463-0.00011201581838114676j -7.085434799400947e-05-0.00019306269065858883j 1.5150851672686037e-05-0.0001746215015793795j
-3.7756248007847056e-05-0.00020479378251256623j 0.0001066311429509024-0.00018433047318576322j 0.00015420623115544862-0.0001672131344153452j
5.6455630833045185e-05-0.0002615465031781749j 0.0001898987321437842-0.0001403189535738518j 8.94347181850336e-05-0.00015404780229983481j
0.0001852058191531138-0.0002755148966569768j 0.00023209194412786066-4.042790733936681e-05j 0.00011694460756854862-0.00013456633345494147j
0.0002862140146376161-0.00016093099981171385j 0.0002156796369471089+9.000572301186134e-05j 0.00013473868709860934-2.990632647351491e-05j
0.0003186626134722067+7.979082119068984e-06j 3.984811884662834e-05+0.00018856971404937134j 2.511259082169994e-05+6.13829978697499e-06j
0.00017145610209699102+0.00019302807520074055j -1.3111072140561334e-05+0.00018887862334479222j -6.30972128933547e-05+6.236480234290514e-05j
4.3023450469086604e-05+0.00033598805349707787j -9.655312287893108e-05+0.00014070548999188092j -5.968105005429447e-05+9.517773748313463e-05j
-9.599962291562202e-05+0.0003989665051669206j -9.455175262745465e-05+6.068540978354538e-05j -0.00011072126877603916+0.00010412478302504887j
-0.00026555244907390676+0.000404859516156957j -6.245189948893465e-05+7.311208476684885e-05j -7.013950461534543e-05+8.363958616198664e-05j
-0.0003863914052936812+0.0003353597864403475j -6.620329339482255e-06+0.000125569482942939j -5.2310706840294485e-05+5.7229070399409694e-05j
-0.0005392816339368692+0.00022890131395758754j -0.00011791298261616349+0.00015877888691860636j -8.027791624076211e-05+7.702857716035274e-05j
-0.00017301262965292111-1.264480491019198e-06j -0.0007997473705542825+0.0009162340116601219j 0.0004905598295752861+0.00011288020383847976j
-8.298227967230466e-05+6.339683435591987e-05j -0.0007999777676342108+0.0012475621480095352j 0.0005534368654050653-0.0012827546420205941j
3.984539323163594e-05-0.00017834202245294945j 0.00020649849626948677-0.00011258071164422691j -0.00010413745207792571-0.0006229703075589494j
7.992813197898579e-05+4.8461634832730474e-05j 2.2777185226962758e-06-0.0003602919378455279j -0.0005378838923232541+8.845848389992054e-05j
-1.0017692264248818e-11-1.6370689347461804e-12j -9.568865800144731e-14-2.2964026047073173e-12j -0.00022790234525386026+0.00013591942002353776j
-5.0975481356323695e-08+1.0785848383152222e-07j 8.829365963825799e-08-1.8681699278890658e-07j 0.00010079387163098466-3.0618759758674834e-05j
-1.0204895988426555e-05+1.9993148057472996e-05j 4.7633307620327024e-06+1.6486694816962335e-05j -1.636526633604032e-05+1.8507420484017492e-05j
-3.5949814020447826e-06-4.614962849356471e-06j -1.5165592281429435e-05-5.357156783083652e-06j -0.00014128407234732354-0.00011271036862427998j
-4.587364308939599e-06-0.00010124756914906534j -9.591010860901183e-05-0.00016341034547565707j -0.00020431715976823489-0.00014676059068071957j
0.00010806759481976176-0.0001720506297937537j 0.00012599005134335346-0.0002878309523063907j 8.224849000451701e-05+6.017528316756853e-06j
0.00018253669780906313-0.00013489948364543602j 0.0002707167937426343-0.00016095373905610963j 6.29270145578266e-05+4.804045302893063e-05j
0.0001601151018992206-4.2993222361651275e-05j 0.0003279742884178052+9.778060681229664e-06j -0.00010476808143497356+0.00010892144465045928j
0.00011531324024707455+0.00010466737343928461j 0.0003055447764063417+0.0002456700385947554j -0.00016117274365608895+0.00010739491950192692j
2.066237316413708e-06+0.00014483849921278816j 8.479639673537915e-05+0.00032086868156848045j -0.00020953404977392296+8.354182238993338e-05j
-6.734439915880072e-05+0.00018246082767293161j -5.907052773128785e-05+0.0003365304081613488j -0.00023502448889377347+5.785116468787781e-06j
-0.00018386503672239586+0.00011709706753975911j -0.00022588183297946355+0.00022266454817988128j -0.0001986814767719099-0.00010404400222649187j
-0.00022363389532636157+7.776432844301132e-05j -0.00026192745769907364+0.00011206737278946329j -0.00014018354765804407-0.00010912772688110901j
-0.0002109323802261901-1.4881754545668594e-05j -0.00024339116458099182-2.0422683624952208e-05j -5.0006024813234484e-05-0.00015859692659226434j
-0.0001589596352694029-0.00012366230657013936j -0.00015657630207088224-0.00013833876698669497j 4.03773360684734e-05-0.00020489262148244174j
-1.7596019464253067e-05-0.00023724335047253388j 3.8797422312909227e-05-0.00018704989346203898j 0.00013543162152116256-0.00019189019212934066j
9.121065808123535e-05-0.00029310996861551305j 0.00010929031055159466-0.00017875203803892516j 0.00012732901315895442-0.00019761305131246894j
0.00025754151596889914-0.0002704125388545053j 0.00022966133513760485-0.00010177166330878261j 0.00016116477981051972-0.0001152157393721832j
0.0003919879514244022-0.000167179855448419j 0.00014858477172801762+3.6588289629126945e-05j 7.525080635740606e-05+1.5629080012483312e-05j
0.00036638065561626334-3.015596807688661e-05j 8.714353128660354e-05+9.67489207955695e-05j 4.124582615575959e-05+1.1748583432206328e-06j
0.0002603666669787561+0.0001847637382112452j 3.025478596175423e-05+0.00012120706024706365j -4.369083517018559e-06+6.921744736441741e-05j
0.00013457889070023747+0.000335797517428442j -2.1839842358317738e-05+0.00010015321874158182j -3.253181463647202e-05+6.712386645470855e-05j
2.129233386321984e-05+0.00042318975333855357j -2.2724154084318663e-05+8.247084479483997e-05j -5.191757872200931e-05+8.694333751252892e-05j
-9.619617484986126e-05+0.0004865402669185718j -7.889744269732128e-06+4.853892717016326e-05j -1.8950460355567313e-05+0.00010289747187234736j
-0.0002331158868459431+0.0005229638646510532j -3.906416824291076e-06+0.0001138837315807747j -1.3440449227405673e-05+8.505817342941904e-05j
-0.0004281158044812053+0.0005998056019751677j -3.295434717956264e-05+0.00014155121662348056j -0.00014064899078753592+0.00013612161083930465j
-0.00016636709970712713+0.0003327106315899747j -0.0007148854859772971+0.0009179768330602152j 0.0006169037925090714-0.0003443963104566055j
0.00018527819198715527-0.00017974337907900444j -0.00026478549347499494+0.0008451732162729321j 0.0005610615881518112-0.0019655920365740237j
5.540703411125671e-05-3.631478104703171e-05j 4.753181746235195e-05+6.354957850163158e-05j -1.7609316970151095e-05-0.0006928462668883389j
0.00011367324232540264-6.0081943086255495e-05j 5.5418496248414774e-05-9.135105987214602e-05j -7.843339770680236e-05-0.00037708925670827117j
-2.510795976099749e-07+3.7645935314722063e-07j 4.3488518265740106e-07-6.520654946201555e-07j 8.575461448821203e-05-0.00022148297663968894j
-1.6403230741285576e-06+3.470719673120606e-06j 2.841124781656233e-06-6.011462967517573e-06j 0.00010453001419436116-9.096011400206714e-06j
-1.0225181537849357e-05+4.3772059981496346e-05j 1.0292773074383594e-05+3.653843796384638e-05j 1.8524938604244204e-05-1.6968793314586305e-05j
-8.969044800371243e-06-1.7530648544116838e-07j -2.4884829252122208e-05+8.382465597975593e-06j -0.00011236366952250467-8.322288681036189e-05j
5.525456623829225e-05-0.00012225091169519388j -6.011308518304722e-05-0.0002246527969067531j -0.00014807725612712682-0.00015764049212550353j
0.0001202914267849496-0.0001485696504882183j 8.950071631249446e-05-0.0002845992222394747j 5.263900349508903e-05-2.703317057533848e-06j
0.0001541782511709068-9.87173223712749e-05j 0.00025808672025190535-0.00020310500482132636j 2.068935413108667e-05+3.434178866245288e-05j
0.00020825942204500008-6.203283034846409e-05j 0.00037527280102284664-4.6975934427953956e-05j -3.873421410722565e-05+5.1544818371912845e-05j
0.00010400020713310584+1.952081427481255e-05j 0.0002798940462881935+0.0001723907156929329j -0.00015182496420295248-6.058115040928023e-05j
-3.195297369008124e-05+9.264236045072069e-05j 0.00013275167782644926+0.0003559556516511551j -0.00020215802379252573+7.9807286637182e-05j
-0.0001223091710309871+0.00013570744214527156j -3.2494234768035555e-05+0.0003845124706121549j -0.000204639571870319-6.399833705415706e-06j
-0.00020514397233207363+0.00011332758924454422j -0.00018760172738391818+0.0003226298732066407j -0.00016946925949556113-9.272925459825364e-05j
-0.0002738824330775609+7.315275384316475e-05j -0.00030507599597548744+0.0001852545236428582j -0.00013035702580214558-8.963842937808642e-05j
-0.0001814108119741417-1.811168424148036e-05j -0.00030899715632707876+4.075306911099597e-05j 3.716270796066394e-05-0.00015034368683240204j
-9.470287800885876e-05-0.00013492060374188067j -0.00018040421552154278-7.540898367721148e-05j 7.082369882892449e-06-0.00025121045381420196j
1.2294168182210272e-05-0.0002518787160807805j -7.616202578771789e-05-0.00013340585286074642j 0.00013238412705629188-0.00019291502468009701j
0.00013934491373150085-0.00032913205595177006j 6.568376231756777e-05-0.00018277456748662762j 0.00012969277801111752-0.0002107470777283627j
0.0002765156626369258-0.0002443763602130119j 0.0001259742296304869-0.0001114664697685134j 0.00022971076969984804-9.23701277914174e-05j
0.0003869045114415374-0.00015703492174896696j 0.00011228423287515777-9.342162180480213e-05j 0.00010797361044716376+1.4375524616700495e-05j
0.0003765589385485653-4.089734809976505e-05j 5.049821275392795e-05+5.504534594036953e-06j 7.482486832536944e-05+6.862365039890745e-06j
0.0003152116401268692+0.00011952783779151483j 5.141520687576531e-06+3.2176508837942505e-06j 7.163078279566922e-05+3.9912742523542326e-05j
0.00021068128688792522+0.00025540921798491637j 2.787941304196374e-05+2.9668127498918762e-06j -1.4328923483923168e-05+7.951943366931574e-05j
0.00011000801191857947+0.0003781562817390446j 2.7322874635347614e-05+2.913377846944097e-05j -1.613451866737791e-05+9.341308442377908e-05j
1.597974058301614e-05+0.0004973192462878549j 6.956714333183371e-05+6.33067793783485e-05j -2.2109980665736853e-05+6.084625251631669e-05j
-0.00012426759337437257+0.000667346988438357j 5.251544566061394e-05+0.00014003929997063067j 1.7742405500945343e-05+0.00011356160469646729j
-0.00030386657526061477+0.0008245721371394048j 4.3397448312620085e-05+0.00015594724449665437j -7.208486675490846e-05+0.00021857905332909347j
-0.00013731973116090792+0.00013119375865435092j -0.0006293862561661433+0.0007672462027191464j 0.00038963507700674266-0.0009180573400888217j
-0.00013006611277150765+3.519450617234739e-05j -0.0007572046107034384+0.001355929796811665j 0.0008771943744094024-0.0023795294125406085j
0.0001668064134918245-0.00023641637257422007j 0.00014052237807031184-0.00018586744187308469j -9.0948284294535e-05-0.0005350987990755361j
5.3220496098735994e-05+4.874876934579512e-05j 1.640203906168166e-05-2.7843265706212072e-05j -7.273040286156375e-05-0.00030103908737994433j
-8.079368241864698e-06+1.2114153564519343e-05j 1.3993883488425212e-05-2.0982345917430506e-05j -4.727927365504654e-06-3.9211291257833675e-06j
-3.5521338149867628e-06+7.515872587073333e-06j 6.152478459727719e-06-1.3017872874947485e-05j 0.00010485666563137013+4.6682697210153216e-05j
-2.08332090235444e-05+2.0116833638174383e-05j 1.102291454150552e-06+1.490205411238405e-06j 1.3196863787662307e-05+1.8857150618567083e-05j
-1.5635656250275894e-05+5.648750235846126e-06j -2.5432261203440777e-05+2.6030591525980372e-05j -6.151431171292202e-07-9.8125380452947e-05j
7.229048571847624e-05-8.82421249611159e-05j -9.154308826561127e-05-0.00021305906628692097j -5.8351405847255675e-05-0.00018912449190118435j
0.0001166167559426173-9.339728495407919e-05j 8.593557459018829e-05-0.00035065421698188314j 2.7484890355548217e-05-1.8207863967822032e-05j
0.0001722722947983509-7.396683879668764e-05j 0.0002674319404780343-0.00024257765759479034j 5.715292570787071e-05+1.2985047246749156e-05j
0.0001722070339289651-3.27821946022641e-05j 0.0003220298059456451-5.229649837084522e-05j -4.0944760351561274e-05+3.355516262343391e-05j
9.200686239527387e-05+2.3008132913978476e-05j 0.0002675433390600438+0.00014800422734484916j -0.00011820147500812119-2.8367032124598437e-05j
-5.1143284090218826e-05+5.3096564641520586e-05j 0.00018771778398696712+0.00036954814263117416j -0.0001735937968712241-1.9204890453902997e-06j
-0.00013361618622977133+8.282181950843484e-05j 3.1961303427554446e-05+0.00040632529560469645j -0.00016610032451740681-2.3580080762305587e-05j
-0.00020138865208349895+7.058987696311699e-05j -0.0001350185638281614+0.00034859606370491364j -0.0001262665609089091-8.39510799514915e-05j
-0.0002536699064177736+4.916438442695322e-05j -0.00024781985627783806+0.00021972632987326562j -0.00011017787486384914-7.231886662263876e-05j
-0.00015576635137042977-3.773471375063423e-05j -0.0002612946511968411+7.1680173679825e-05j 3.23600884001115e-05-0.00013222097536664607j
-4.1021182316565395e-05-0.00011830734024392645j -0.0002868208785433023-5.464292446957481e-05j 4.084791022655322e-05-0.00015379848393870917j
4.6990663599466985e-05-0.00023456693018543244j -0.00017523031466231851-6.704913916517437e-05j 0.00012732646835686564-0.00016076606388810494j
0.00012228957124421204-0.0002675431116171174j -5.177069173214044e-05-0.0001064197404672663j 0.0001061681746773988-0.00015448930895307106j
0.00022855356788940493-0.0002011205536689965j 4.6198259989677675e-05-0.00011164933146385113j 0.00019207964949065774-0.00010433334560976847j
0.0003131994510583669-0.00013775244678466357j -2.8369886691211346e-05-0.00012740639921913604j 0.00017404827188558175-2.8011438692631307e-06j
0.0003058369825675677-6.06528650142708e-05j -9.135967558599145e-06-0.00010888003756207104j 7.646938724932138e-05+3.734803984179494e-05j
0.0002658583159862326+6.886892209618071e-05j -6.098820993641697e-06-8.608469390411075e-05j 4.2861640406185135e-05+3.102646303900137e-05j
0.000233553366823944+0.00020428295350630133j 1.559131465875875e-05-8.78548523722615e-05j 2.4009712956432417e-05+6.533022530180003e-05j
0.00017272463246393677+0.0003067541222456093j 4.976826583414214e-05-1.9784966233543584e-05j -1.2606792773996929e-05+9.045505434179516e-05j
9.279702466842159e-05+0.0004132962265838965j 0.00011251377440252912+1.2988910947688887e-05j -8.343233567779512e-06+9.207770425156468e-05j
-1.0710716945779287e-05+0.0005686051399034034j 8.870518710324544e-05+0.00012673467180174134j 3.873616743175599e-05+9.567936843478048e-05j
-0.00020624604826455911+0.0008254620132626992j 5.2769382301564824e-05+0.00012580192757973092j -5.041313165724403e-05+0.000237201769401767j
-0.00016387129126541034+0.00013359413585731407j -0.0005040835178279561+0.0008591135108842707j 0.0001872277500814312-0.0008191398267486518j
-0.00020341707651918152-4.78963356349749e-05j -0.000683808691780419+0.0014255173872523023j 0.0008018809558480238-0.002302930729933891j
0.0001635089160436029-6.574517315231595e-05j 0.0001521211588986622-0.00010376664032154097j 0.00018920598783537848-0.0005843357053018812j
3.2804301511038494e-06+9.418080636355608e-05j 3.534200419012641e-05-2.7970732657317202e-05j -0.00010620242649776096-0.0002018781546061043j
-1.7495940917822502e-05+2.62333110448616e-05j 3.0303870433953103e-05-4.543744171845619e-05j -2.4133156547824767e-05+0.00019143998396276192j
1.0130551655680425e-12-2.689425678192712e-13j 3.369761170026002e-13+5.765443770085419e-13j 9.893973250149141e-05+7.558119328578073e-05j
-1.6102793918664374e-05+6.5156350856623984e-06j 4.5818037192042185e-05+9.983421538387864e-06j -2.1316110448453616e-05+1.3591437021572453e-05j
-2.7113864180344434e-06-1.227900480683732e-05j -1.2919821889189916e-05+3.435253649493353e-05j -1.2925661230533122e-05-7.757206191321623e-05j
7.114145231960017e-05-5.3888749557964684e-05j -0.000143259543079437-0.00023225545617604326j -0.00010653681595612015-0.00014514372008588413j
0.00012243983152721371-6.22046998094353e-05j 2.6521090264704242e-06-0.00037724240759607735j 4.644263711096536e-05-2.3489519737221737e-05j
0.00011125833624674382-4.638624843323186e-05j 0.00022565933075387726-0.0002648182756028225j -2.8030120582821547e-06+9.318877054502574e-07j
0.0001243258572230392-7.530987826205201e-06j 0.0002746828416705106-6.610691913013442e-05j -5.120218383155418e-05+1.1924024399493723e-05j
4.1614335827120126e-05-3.26432439720792e-05j 0.0002573713708099521+0.00019282914160243778j -7.335093752118421e-05-2.1394593857970593e-05j
-3.2234536541552707e-05+1.1947165182809308e-05j 0.00018876149140888414+0.00035358612985297524j -8.54303168350997e-05-3.0923651100893506e-05j
-5.6320895449758657e-05+3.033712728665274e-05j 1.17420466918029e-05+0.00044190366102910147j -0.00011336312429907826-3.21426005845438e-05j
-0.0001195270655751865+8.755059636323676e-06j -0.0001502548186593157+0.00040721205946084516j -8.227578253865433e-05-5.761994450151555e-05j
-0.0001382253992758338-7.061381576538705e-06j -0.00028210639310914155+0.0002954206381474123j -7.293777561510847e-05-5.4875801883584354e-05j
-9.787847192453404e-05-5.742912351304215e-05j -0.0003347660140035574+0.00015329352319331122j -2.221460806743656e-05-7.831452430002734e-05j
-3.701427116742896e-05-9.579181494294364e-05j -0.00029278307242034996+2.4053773749963076e-05j 3.6589127803991e-05-8.705540747147274e-05j
3.0114608084772087e-05-0.00015147862699962426j -0.00021884520302802195-8.508281392739802e-05j 0.00010374814637462852-0.00010805522700308887j
9.870219919300572e-05-0.0001474372096508449j -0.00011983600936915008-0.00012651082417877084j 8.609431582854822e-05-5.517539102379299e-05j
0.00020332442652904524-0.0001566821782051422j -8.21113634584513e-05-0.00013848174352885245j 0.0001343689067303474-7.341574089068916e-05j
0.00021231444838669514-0.00011970213498491698j 5.080059884021101e-06-0.00014886227611492995j 2.291567200638395e-05-1.647172440640239e-05j
0.00021217027715109675-3.770012318743025e-05j -6.6838634293753845e-06-0.00015812444408234752j 7.189834469655425e-05-1.5121488973455293e-05j
0.00019200065887322077+4.130349364666422e-05j 2.1939902115118732e-05-0.000162993031185739j 3.921706005706605e-05+1.2462858492016085e-05j
0.000174800486921505+0.00013130113520238047j 7.714885032475874e-05-0.00012098745402102474j 1.731081871553997e-05+8.341200342818812e-05j
0.00015384315435065056+0.00022275450972283447j 0.0001297392299225794-6.05393508504198e-05j 1.6637339451321947e-05+8.213034962829264e-05j
0.0001388714817537716+0.00027508090138994324j 9.82626211423393e-05-1.5171140913145198e-05j 3.30725145754209e-05+7.525873998420461e-05j
7.26635394790791e-05+0.0003955650342776117j 0.00012318661160770834+3.793839393477701e-05j 3.1998922007690954e-05+4.176241424815988e-05j
-4.61017031191717e-05+0.000626213549493971j -8.744225330715888e-06+0.0002607472959665983j -7.405143871687427e-05+0.00032412048242016697j
-0.00014452057491322852+0.00018883159255236542j -0.00041647493529540955+0.0010077583124893448j 7.750362029196637e-05-0.0007306812659474329j
-0.00027625793834453523+7.424810740098352e-05j -0.0003551759092326815+0.0013177630781071505j 0.0003410927721067906-0.001536776106251698j
0.0001327407647201442+2.45429968096891e-05j -9.89032879441554e-05-0.0002450956297049365j 0.0004151312021984398-0.00040193714220854523j
2.0768707429722148e-05-0.00011183805318247361j 0.00021492471523412737-7.962396972396398e-06j 0.00012388062395102023+6.708703937311573e-05j
1.2475517811851129e-11-6.804640051633013e-12j -1.0956271138179068e-11-3.2439809332828735e-12j 1.817937201876023e-05+0.00043941749754006356j
1.1524297699052636e-06+2.4194069862745024e-06j 1.9960654373435453e-06+4.190536945075279e-06j 7.864186718695973e-05+0.0001022434480970847j
2.1011687844829076e-06+4.699323931447609e-07j 1.2315939985159889e-05+7.486948694865382e-06j -3.215071022409154e-05+5.832343649321398e-09j
1.440540344721529e-05+4.4295445967624255e-06j -7.206853381145419e-06+4.156619421946857e-05j -5.1812868930983574e-05-0.00011628783200551184j
2.2040805150040775e-05-1.7395029210992517e-05j -0.0001717515253046297-0.0002445412061899602j -4.077311745733597e-05-1.0310068429510611e-05j
8.356569682955531e-05-1.941816933155485e-05j 1.7388019255032847e-05-0.0003857853342414017j 1.6231865715827002e-05-5.668246566686514e-06j
6.629806251023333e-05-1.0207183151526869e-05j 0.00018098549215243704-0.0002711293133807091j -1.2427892207651912e-05+4.456375121181281e-06j
4.798241631153524e-06-2.2482991693338233e-06j 0.00035993263892312495-5.3202424847679284e-05j 6.640471295497995e-06-5.616588919004686e-07j
1.2259830069944741e-05+4.3418682550388926e-05j 0.00031932054663167845+0.00016831625319065917j 9.73865971041334e-06+3.167284148366086e-05j
-7.2084495327660625e-06+3.560613526964017e-05j 0.00020756840561449505+0.0003497848095912818j -1.0479033645423293e-05+2.2343267902839825e-05j
-4.0636375205817454e-05+1.3295313188032102e-05j 3.557093569893363e-05+0.00045672789330499706j -3.875959604163661e-05+2.001592112634818e-06j
-6.318935375090095e-05+2.255239899458893e-06j -0.00014777508227038977+0.00043195912567142383j -2.549006050404456e-05-1.9834709139784722e-05j
-7.753365657155102e-05-1.3719951858836926e-05j -0.0003117102927853956+0.00033901096158108347j -2.7614110607298823e-05-1.6643048838576283e-05j
-5.390287712918345e-05-3.5368213571265224e-05j -0.00035891051475488633+0.00019898472844883183j -3.5761874914574823e-06-2.6802541869445556e-05j
-1.2952833107752155e-05-3.5733090341632075e-05j -0.00034136664204884964+9.810575699290129e-05j 1.027006526893646e-05-3.559725631493507e-05j
1.6560625816707874e-05-4.895932810526875e-05j -0.00026269547586438746-5.5302460325388295e-05j 2.6903369778409854e-05-3.4759525522281837e-05j
2.16700195032816e-05-6.533049843133645e-05j -0.0002172892926183888-0.00019184095319305138j 2.984105174812032e-05-2.5377203917247137e-05j
8.731890953335054e-05-5.6368342386455084e-05j -8.688690693801061e-05-0.0002415229986707818j 4.7089258641789066e-05-1.353838087670052e-05j
8.332303425931396e-05-4.321889048835603e-05j -2.9318523934919355e-05-0.00023771257034292705j 2.10917646768049e-05+8.15253161534808e-06j
0.0001030648181245095-1.9153538973200713e-05j 1.0156435386797284e-05-0.0001884275527118724j 1.0009480584990742e-05+2.8896411013339742e-06j
7.040516719799956e-05+5.881543619364524e-06j 4.674773582429824e-05-0.00017247469255289314j 2.4660867652582537e-05+1.9745868092586077e-05j
5.8696956613457625e-05+1.8448665320573384e-05j 4.839107971611005e-05-0.000154261696410549j 1.8067033915419594e-05+3.480741619960606e-05j
7.180309086464323e-05+6.268317026046004e-05j 0.00010542983386623459-9.921543777434942e-05j 6.43345763231714e-06+2.4438561082301824e-05j
9.986306599894482e-05+7.855586573183104e-05j 0.00016445270588832882-4.981191917568457e-06j 2.5224140384013e-05+5.160489322901095e-05j
0.0001046889102133043+0.00017789792244901018j 0.00010581235370623528+9.339800211121137e-05j 3.4557504814147788e-06+6.147936730566601e-05j
0.00019828184417534618+0.00010700968972611962j 9.273748866464276e-05+7.437689024294152e-05j 2.6348204893974057e-05+7.766990588724262e-05j
-7.224058069526284e-05+1.4597871883994577e-05j -0.0003098054078252425+0.0007866906293943753j -0.00026339828772918816-0.00031804226056341805j
-0.00011064092630073425+3.283815899328741e-05j -0.00031408950575606684+0.001396565017665324j -0.00013175660357637558-0.0005337177637859256j
6.388448857804206e-05+6.923395188472301e-05j -2.1644694636771726e-05-7.793741226346825e-05j 3.763767883833299e-05-0.0001692958966711278j
5.839347223784267e-05-4.1997052490521605e-05j 0.00020555067673144024-5.0847024970101754e-05j -4.7687614964628224e-05+0.00028586733284847413j
-3.604931033361422e-05+2.750650334827172e-06j -6.243927423099999e-05+4.7642727794451886e-06j 0.00018887753304090978+0.000704017220386875j
3.6947535865161847e-07+7.756743161824615e-07j 6.399488998932678e-07+1.3435088016824642e-06j 5.296998156979377e-05+0.00011675086901181085j
-3.1027798088817933e-06-1.9774868436873928e-05j 1.3705011577546869e-05+1.9980490831910115e-05j -5.409264088951393e-05+1.4955106597741337e-05j
1.8490118971759386e-05+9.99140432692106e-06j -2.482457721969011e-05+2.7118487707717373e-07j -5.426838728318341e-05-5.283531489624054e-05j
-2.747906077747096e-05+2.1469853048415076e-05j -0.00017508451268415817-0.00024836287732397873j 1.3261684175220139e-05+4.830550285689418e-05j
-5.2704385068073065e-05+5.215371598430025e-05j 9.931169709012936e-06-0.0003917549147084607j 1.7317785702673123e-05-1.0909516665601002e-05j
-3.961815962401794e-05+4.6677835835010586e-05j 0.00019749930091869414-0.00026996663242830754j 3.690240354404253e-05-1.7223610451143388e-05j
-1.3921734426318888e-05+3.464507529467207e-05j 0.00034573711107123575-5.9601483331397136e-05j 3.02106969517835e-05-1.3041582983576743e-05j
-4.262326371130736e-05+4.537674698900849e-05j 0.00031297487467492525+0.00017731047035251371j 3.278315369964347e-05+3.5442427779574917e-05j
